id,media_type,title,date,popularity,vote_average,vote_count,original_language,genres,week
235930,tv,Devil May Cry,2025-04-03,96.9976,8.156,365,en,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-05-17
980431,movie,Avatar Aang: The Last Airbender,2026-10-09,94.5786,0.0,0,en,Animation; Action; Adventure; Fantasy,2026-05-17
855435,movie,Faces of Death,2026-04-10,92.0362,5.2,51,en,Horror,2026-05-17
1084242,movie,Zootopia 2,2025-11-26,90.1893,7.635,2762,en,Adventure; Animation; Comedy; Family; Mystery,2026-05-17
202555,tv,Daredevil: Born Again,2025-03-04,87.1247,8.154,898,en,Drama; Action & Adventure; Crime,2026-05-17
1292695,movie,They Will Kill You,2026-03-25,85.3437,6.886,508,en,Action; Comedy; Horror,2026-05-17
290856,tv,Marshals,2026-03-01,83.5801,7.845,200,en,Drama; Crime; Action & Adventure,2026-05-17
60625,tv,Rick and Morty,2013-12-02,80.3507,8.675,10840,en,Animation; Comedy; Sci-Fi & Fantasy; Action & Adventure,2026-05-17
1314481,movie,The Devil Wears Prada 2,2026-04-29,78.3965,6.7,565,en,Comedy; Drama,2026-05-17
285807,tv,Nemesis,2026-05-14,75.01,5.9,25,en,Action & Adventure; Drama; Crime,2026-05-17
299167,tv,Dutton Ranch,2026-05-15,74.9897,9.18,25,en,Western; Drama,2026-05-17
840464,movie,Greenland 2: Migration,2026-01-07,72.4642,6.408,1052,en,Adventure; Thriller; Science Fiction,2026-05-17
209867,tv,Frieren: Beyond Journey's End,2023-09-29,69.1638,8.805,815,ja,Animation; Action & Adventure; Drama; Sci-Fi & Fantasy,2026-05-17
65942,tv,Re:ZERO -Starting Life in Another World-,2016-04-04,66.9219,7.9,622,ja,Animation; Action & Adventure; Sci-Fi & Fantasy; Mystery; Drama,2026-05-17
1368166,movie,The Housemaid,2025-12-18,62.1308,7.242,2108,en,Mystery; Thriller,2026-05-17
262280,tv,Legends,2026-05-07,59.3532,7.763,40,en,Action & Adventure; Crime; Drama,2026-05-17
87917,tv,For All Mankind,2019-11-01,56.5552,7.742,930,en,Drama; Sci-Fi & Fantasy; War & Politics,2026-05-17
114922,tv,Citadel,2023-04-27,55.216,6.852,513,en,Drama; Crime; Action & Adventure,2026-05-17
71915,tv,Good Omens,2019-05-31,53.5086,8.026,2300,en,Comedy; Drama; Sci-Fi & Fantasy,2026-05-17
75191,tv,The Terror,2018-03-26,48.466,7.4,973,en,Mystery; Drama; Sci-Fi & Fantasy,2026-05-17
75191,tv,The Terror,2018-03-26,48.466,7.4,973,en,Mystery; Drama; Sci-Fi & Fantasy,2026-05-17
270476,tv,Widow's Bay,2026-04-28,47.5326,8.224,58,en,Drama; Mystery; Comedy,2026-05-17
37854,tv,One Piece,1999-10-20,46.8988,8.733,5291,ja,Action & Adventure; Comedy; Animation,2026-05-17
1582770,movie,Dhurandhar: The Revenge,2026-03-18,45.5363,7.3,72,hi,Action; Crime; Thriller,2026-05-17
1325734,movie,The Drama,2026-03-26,45.019,6.9,766,en,Romance; Comedy; Drama,2026-05-17
256695,tv,Regular Show: The Lost Tapes,2026-05-11,44.8424,9.647,51,en,Animation; Comedy; Action & Adventure; Sci-Fi & Fantasy,2026-05-17
254486,tv,Zhan Zhao Adventures,2026-05-13,43.8247,6.0,5,zh,Drama; Mystery,2026-05-17
1368337,movie,The Odyssey,2026-07-15,43.1603,0.0,0,en,Adventure; Action; Fantasy,2026-05-17
127865,tv,The Chestnut Man,2021-09-29,42.7502,7.489,677,da,Drama; Crime,2026-05-17
272432,tv,Born with Luck,2026-05-04,42.5122,8.0,11,zh,Drama; Mystery; Crime; Comedy,2026-05-17
241609,tv,Your Friends & Neighbors,2025-04-10,40.6913,7.623,219,en,Drama; Crime,2026-05-17
287527,tv,The Testaments,2026-04-08,40.1193,7.857,77,en,Drama,2026-05-17
30983,tv,Detective Conan,1996-01-08,39.4472,8.007,746,ja,Animation; Crime; Mystery; Comedy,2026-05-17
1316092,movie,"""Wuthering Heights""",2026-02-11,39.3337,6.617,964,en,Romance; Drama,2026-05-17
1122573,movie,In the Grey,2026-05-13,39.1719,6.6,29,en,Action; Thriller,2026-05-17
1272837,movie,28 Years Later: The Bone Temple,2026-01-14,38.8889,7.131,1180,en,Horror; Thriller; Science Fiction,2026-05-17
245318,tv,Margo's Got Money Troubles,2026-04-14,37.2506,8.086,58,en,Drama; Comedy,2026-05-17
223386,tv,Man on Fire,2026-04-30,36.8617,7.034,118,en,Action & Adventure; Crime,2026-05-17
245842,tv,Wistoria: Wand and Sword,2024-07-07,35.5982,7.7,110,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-05-17
1228710,movie,Star Wars: The Mandalorian and Grogu,2026-05-20,34.9579,8.5,4,en,Adventure; Science Fiction; Action,2026-05-17
680493,movie,Return to Silent Hill,2026-01-21,34.5037,5.4,516,en,Mystery; Drama; Horror,2026-05-17
303143,tv,My Royal Nemesis,2026-05-08,33.7059,8.7,7,ko,Drama; Comedy; Sci-Fi & Fantasy,2026-05-17
136315,tv,The Bear,2022-06-23,32.6231,8.2,1698,en,Drama; Comedy,2026-05-17
111110,tv,ONE PIECE,2023-08-31,31.3076,8.112,1745,en,Action & Adventure; Sci-Fi & Fantasy,2026-05-17
196950,tv,Witch Hat Atelier,2026-04-06,30.722,9.2,53,ja,Animation; Drama; Sci-Fi & Fantasy,2026-05-17
1400357,movie,The Christophers,2026-04-10,30.4428,6.8,20,en,Crime; Comedy,2026-05-17
208921,tv,Rivals,2024-10-18,30.2173,7.4,72,en,Drama,2026-05-17
1140521,movie,The Magic Faraway Tree,2026-03-26,29.0793,6.2,25,en,Family; Fantasy; Adventure,2026-05-17
1684226,movie,Bride of the Year,2026-05-15,27.5843,0.0,0,af,Comedy; Romance; Family,2026-05-17
969681,movie,Spider-Man: Brand New Day,2026-07-29,27.1096,0.0,0,en,Science Fiction; Action; Adventure,2026-05-17
289219,tv,Star Wars: Maul - Shadow Lord,2026-04-06,26.9068,8.5,148,en,Action & Adventure; Animation; Sci-Fi & Fantasy,2026-05-17
1214931,movie,Nuremberg,2025-11-06,26.6861,7.5,977,en,History; Drama,2026-05-17
1317288,movie,Marty Supreme,2025-12-19,26.4754,7.386,1719,en,Drama; Thriller,2026-05-17
1688652,movie,Gary,2026-05-05,25.4861,6.333,27,en,Drama; Comedy,2026-05-17
1159831,movie,The Bride!,2026-03-04,25.4199,6.191,424,en,Science Fiction; Horror; Fantasy,2026-05-17
289424,tv,We Are All Trying Here,2026-04-18,24.854,8.7,15,ko,Drama,2026-05-17
254953,tv,Rooster,2026-03-08,21.3482,7.614,66,en,Comedy,2026-05-17
454639,movie,Masters of the Universe,2026-06-03,20.9706,0.0,0,en,Action; Fantasy; Science Fiction,2026-05-17
1455079,movie,"You, Me & Tuscany",2026-04-09,20.3168,6.639,36,en,Romance; Comedy,2026-05-17
1083381,movie,Backrooms,2026-05-27,18.8472,0.0,0,en,Horror; Mystery; Science Fiction,2026-05-17
1430077,movie,Hokum,2026-04-29,17.5878,6.925,40,en,Horror,2026-05-17
1430077,movie,Hokum,2026-04-29,17.5878,6.925,40,en,Horror,2026-05-17
696393,movie,Cold Storage,2026-01-22,16.4056,6.804,434,en,Horror; Science Fiction; Comedy,2026-05-17
696393,movie,Cold Storage,2026-01-22,16.4056,6.804,434,en,Horror; Science Fiction; Comedy,2026-05-17
1084244,movie,Toy Story 5,2026-06-17,16.0016,0.0,0,en,Animation; Family; Comedy; Adventure,2026-05-17
1273221,movie,Scary Movie,2026-06-03,14.0006,0.0,0,en,Comedy; Horror,2026-05-17
258063,tv,Soul Mate,2026-05-14,13.8021,8.333,6,ja,Drama,2026-05-17
284110,tv,The Lead,2026-05-10,12.0042,9.0,2,zh,Drama,2026-05-17
1405769,movie,I Can Only Imagine 2,2026-02-19,11.2877,7.975,20,en,Music; Drama,2026-05-17
1688177,movie,An Enemy Within,2025-10-10,7.5833,5.25,4,en,Action; Thriller,2026-05-17
