id,media_type,title,date,popularity,vote_average,vote_count,original_language,genres,week
980431,movie,Avatar Aang: The Last Airbender,2026-07-24,149.2326,9.412,176,en,Animation; Action; Adventure; Fantasy,2026-07-26
76479,tv,The Boys,2019-07-25,134.769,8.44,13175,en,Sci-Fi & Fantasy; Action & Adventure,2026-07-26
66732,tv,Stranger Things,2016-07-15,133.5964,8.557,21521,en,Action & Adventure; Mystery; Sci-Fi & Fantasy,2026-07-26
2122,tv,King of the Hill,1997-01-12,122.4525,7.4,681,en,Animation; Comedy; Family,2026-07-26
108978,tv,Reacher,2022-02-03,121.0096,8.083,2952,en,Action & Adventure; Drama; Crime,2026-07-26
931285,movie,Mortal Kombat II,2026-05-06,120.4629,7.955,2138,en,Action; Fantasy; Adventure,2026-07-26
278624,tv,Lucky,2026-07-14,119.5068,7.221,86,en,Drama; Crime,2026-07-26
289139,tv,Overdo,2026-07-19,118.3047,8.2,6,zh,Drama,2026-07-26
1280738,movie,The Furious,2026-06-10,112.4962,7.339,252,zh,Action; Crime; Thriller,2026-07-26
1368314,movie,Passenger,2026-05-20,109.3585,7.279,578,en,Horror; Thriller,2026-07-26
83533,movie,Avatar: Fire and Ash,2025-12-17,108.3857,7.639,3935,en,Science Fiction; Adventure; Fantasy,2026-07-26
936075,movie,Michael,2026-04-22,104.27,8.694,3719,en,Music; Drama,2026-07-26
82452,tv,Avatar: The Last Airbender,2024-02-22,103.1864,7.8,1282,en,Action & Adventure; Sci-Fi & Fantasy; Drama; Family,2026-07-26
30984,tv,Bleach,2004-10-05,99.0596,8.4,2189,ja,Action & Adventure; Animation; Sci-Fi & Fantasy,2026-07-26
1304313,movie,Lee Cronin's The Mummy,2026-04-15,97.1385,7.956,2358,en,Horror; Mystery,2026-07-26
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,96.1898,8.26,3219,en,Family; Comedy; Adventure; Fantasy; Animation,2026-07-26
273240,tv,Off Campus,2026-05-13,95.9526,8.919,738,en,Drama,2026-07-26
1003596,movie,Avengers: Doomsday,2026-12-16,95.4473,0.0,0,en,Science Fiction; Action; Adventure,2026-07-26
95479,tv,JUJUTSU KAISEN,2020-10-03,92.2229,8.582,4568,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-07-26
85552,tv,Euphoria,2019-06-16,90.8342,8.282,10974,en,Drama,2026-07-26
279323,tv,The East Palace,2026-07-17,90.3366,8.1,43,ko,Mystery; Action & Adventure; Sci-Fi & Fantasy; Drama,2026-07-26
949838,movie,72 HOURS,2026-07-20,88.1768,6.328,102,en,Comedy,2026-07-26
276161,tv,Teach You a Lesson,2026-06-05,87.2738,9.449,731,ko,Action & Adventure; Drama; Comedy,2026-07-26
281281,tv,Elite Force,2026-07-22,85.5645,7.02,25,fr,Action & Adventure; Crime; Drama,2026-07-26
1361774,movie,The Dink,2026-07-23,84.0626,6.231,39,en,Comedy,2026-07-26
287620,tv,Stuart Fails to Save the Universe,2026-07-23,81.5872,9.0,22,en,Comedy; Sci-Fi & Fantasy,2026-07-26
1375646,movie,Colony,2026-05-21,81.3549,7.9,188,ko,Action; Horror; Science Fiction,2026-07-26
215072,tv,A Shop for Killers,2024-01-17,77.4997,8.334,187,ko,Drama; Action & Adventure; Mystery,2026-07-26
209867,tv,Frieren: Beyond Journey's End,2023-09-29,72.6528,8.806,904,ja,Animation; Action & Adventure; Drama; Sci-Fi & Fantasy,2026-07-26
65942,tv,Re:ZERO -Starting Life in Another World-,2016-04-04,70.5061,8.017,725,ja,Animation; Drama; Mystery; Action & Adventure; Sci-Fi & Fantasy,2026-07-26
136315,tv,The Bear,2022-06-23,69.8956,8.141,1836,en,Drama; Comedy,2026-07-26
1327819,movie,Hoppers,2026-03-04,63.0561,8.191,2027,en,Adventure; Animation; Comedy; Family; Science Fiction,2026-07-26
1301421,movie,The Sheep Detectives,2026-04-30,61.442,7.906,1164,en,Comedy; Family; Mystery,2026-07-26
1487861,movie,Elize: Shadows of a Woman,2026-07-22,60.1267,6.284,37,pt,Thriller; Crime; Drama,2026-07-26
241882,tv,Ride or Die,2026-07-15,59.4427,5.593,54,en,Action & Adventure,2026-07-26
277439,tv,Cape Fear,2026-06-04,57.5932,7.1,79,en,Drama; Crime,2026-07-26
103516,tv,Star Trek: Strange New Worlds,2022-05-05,56.7865,7.9,784,en,Sci-Fi & Fantasy; Drama,2026-07-26
37854,tv,One Piece,1999-10-20,56.7496,8.747,5441,ja,Action & Adventure; Comedy; Animation,2026-07-26
1212763,movie,Evil Dead Burn,2026-07-07,54.6237,6.8,203,en,Horror,2026-07-26
1659155,movie,The Truthers,2026-07-24,51.4192,5.8,12,es,Thriller; Drama; Mystery,2026-07-26
203744,tv,Sugar,2024-04-04,49.921,7.2,336,en,Drama; Mystery,2026-07-26
240993,tv,Ransom Canyon,2025-04-17,48.518,7.257,111,en,Drama; Western,2026-07-26
254528,tv,The Hawk,2026-07-16,47.3362,5.2,30,en,Comedy,2026-07-26
298610,tv,Spooky in Love,2026-07-18,45.5112,8.5,13,ko,Comedy; Sci-Fi & Fantasy; Drama,2026-07-26
1468683,movie,Heartstopper Forever,2026-07-14,44.8583,7.188,165,en,Romance; Drama,2026-07-26
1468683,movie,Heartstopper Forever,2026-07-14,44.8583,7.196,163,en,Romance; Drama,2026-07-26
1122573,movie,In the Grey,2026-05-13,42.459,7.544,572,en,Action; Thriller,2026-07-26
1656220,movie,23 000 Lives,2026-07-02,40.9436,5.404,52,de,Drama,2026-07-26
1325734,movie,The Drama,2026-04-01,40.2599,6.924,1355,en,Romance; Comedy; Drama,2026-07-26
270476,tv,Widow's Bay,2026-04-28,37.3804,8.2,326,en,Drama; Comedy; Mystery,2026-07-26
1202033,movie,Enola Holmes 3,2026-06-30,34.114,6.921,509,en,Adventure; Crime; Mystery,2026-07-26
324434,tv,Soy Luna: Let's Roll Again,2026-07-24,32.6553,7.2,22,es,Family; Comedy; Drama,2026-07-26
278043,tv,You and I Are Polar Opposites,2026-01-11,32.463,8.431,72,ja,Animation; Comedy,2026-07-26
950028,movie,The Invite,2026-06-25,32.4191,7.817,90,en,Drama; Comedy,2026-07-26
286709,tv,The Westies,2026-07-12,30.9348,6.0,14,en,Drama; Crime,2026-07-26
300727,tv,The Apartment Job,2026-07-11,29.8043,8.0,7,ko,Drama; Comedy; Crime,2026-07-26
1440050,movie,The Breadwinner,2026-05-29,28.6936,7.47,50,en,Comedy; Family,2026-07-26
1318413,movie,Pressure,2026-05-25,27.9111,7.687,195,en,Thriller; History; War,2026-07-26
1620682,movie,Love in Slow Motion,2026-07-23,26.6523,4.4,5,ar,Romance; Comedy,2026-07-26
323411,tv,The Vampire Lestat,2026-06-07,26.1337,6.3,44,en,Drama; Sci-Fi & Fantasy,2026-07-26
194583,tv,The Walking Dead: Dead City,2023-06-18,25.761,7.9,748,en,Action & Adventure; Drama; Sci-Fi & Fantasy,2026-07-26
277640,tv,Pompeii: Out of Time with Tom Hiddleston,2026-07-22,25.6974,6.0,5,en,Documentary; Drama,2026-07-26
1101383,movie,The End of Oak Street,2026-08-12,25.162,0.0,0,en,Science Fiction; Mystery; Thriller,2026-07-26
1159559,movie,Scream 7,2026-02-25,24.5699,6.231,1173,en,Horror; Mystery; Crime,2026-07-26
1058424,movie,Hope,2026-07-15,23.8987,7.882,17,ko,Science Fiction; Mystery; Action,2026-07-26
1242332,movie,Normal,2026-04-16,23.1704,7.136,392,en,Action; Crime; Thriller,2026-07-26
87513,movie,Motor City,2026-07-23,22.5586,5.286,7,en,Action; Thriller; Crime,2026-07-26
153217,tv,Sparks of Tomorrow,2026-07-05,22.4367,8.75,4,ja,Animation; Drama; Sci-Fi & Fantasy,2026-07-26
95350,tv,Lanterns,2026-08-16,17.4424,0.0,0,en,Sci-Fi & Fantasy; Mystery,2026-07-26
1469342,movie,Her Private Hell,2026-07-23,16.3783,5.3,7,en,Science Fiction; Horror; Thriller,2026-07-26
387,tv,SpongeBob SquarePants,1999-05-01,15.4619,7.711,3237,en,Animation; Comedy; Family,2026-07-26
1723460,movie,A Toxic Love Story,2026-07-22,15.0846,7.067,15,en,Documentary,2026-07-26
321564,tv,Star Wars: The Mandalorian and Grogu | A Special Look,2026-05-04,6.6993,8.5,8,en,Documentary,2026-07-26
