id,media_type,title,date,popularity,vote_average,vote_count,original_language,genres,week
969681,movie,Spider-Man: Brand New Day,2026-07-29,99.3556,0.0,0,en,Science Fiction; Action; Adventure,2026-06-21
65942,tv,Re:ZERO -Starting Life in Another World-,2016-04-04,97.8484,7.9,662,ja,Animation; Action & Adventure; Sci-Fi & Fantasy; Drama; Mystery,2026-06-21
270476,tv,Widow's Bay,2026-04-28,94.9933,8.236,201,en,Drama; Comedy; Mystery,2026-06-21
1318413,movie,Pressure,2026-05-25,93.7123,7.568,74,en,Thriller; History; War,2026-06-21
30984,tv,Bleach,2004-10-05,82.0872,8.4,2149,ja,Action & Adventure; Animation; Sci-Fi & Fantasy,2026-06-21
1430077,movie,Hokum,2026-04-29,81.004,6.862,304,en,Horror,2026-06-21
261145,tv,The Amazing Digital Circus,2023-10-13,78.1421,8.6,301,en,Animation; Comedy; Drama; Sci-Fi & Fantasy,2026-06-21
209867,tv,Frieren: Beyond Journey's End,2023-09-29,74.5764,8.805,856,ja,Animation; Action & Adventure; Drama; Sci-Fi & Fantasy,2026-06-21
980431,movie,Avatar Aang: The Last Airbender,2026-10-09,68.3758,0.0,0,en,Action; Adventure; Animation; Fantasy,2026-06-21
1390300,movie,Over Your Dead Body,2026-03-14,65.1306,6.5,298,en,Action; Comedy; Thriller,2026-06-21
1305781,movie,Blades of the Guardians,2026-02-17,60.7812,7.0,67,zh,Action; Adventure,2026-06-21
277439,tv,Cape Fear,2026-06-04,53.318,6.681,47,en,Drama; Crime,2026-06-21
303143,tv,My Royal Nemesis,2026-05-08,50.9748,8.533,45,ko,Drama; Comedy; Sci-Fi & Fantasy,2026-06-21
37854,tv,One Piece,1999-10-20,49.4803,8.7,5361,ja,Action & Adventure; Comedy; Animation,2026-06-21
296285,tv,Oasis,2026-06-19,46.903,7.7,5,es,Crime; Mystery; Drama,2026-06-21
300054,tv,BAKI-DOU: The Invincible Samurai,2026-02-26,46.6138,8.954,76,ja,Animation; Action & Adventure,2026-06-21
245842,tv,Wistoria: Wand and Sword,2024-07-07,45.9644,7.952,124,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-06-21
1292695,movie,They Will Kill You,2026-03-25,45.7783,7.034,799,en,Horror; Comedy; Action,2026-06-21
1325734,movie,The Drama,2026-04-01,42.9878,6.958,1064,en,Romance; Comedy; Drama,2026-06-21
278605,tv,Archives: The Nanyang Mystery,2026-06-11,42.6472,9.5,2,zh,Action & Adventure; Mystery,2026-06-21
1480387,movie,undertone,2026-03-12,40.5051,6.17,261,en,Horror; Mystery,2026-06-21
1480387,movie,undertone,2026-03-12,40.5051,6.162,262,en,Horror; Mystery,2026-06-21
1368337,movie,The Odyssey,2026-07-15,40.0438,0.0,0,en,Adventure; Action; Fantasy,2026-06-21
1375646,movie,Colony,2026-05-21,38.8351,6.891,64,ko,Action; Thriller; Horror,2026-06-21
135934,tv,The Legend of Vox Machina,2022-01-27,38.7265,8.207,653,en,Animation; Sci-Fi & Fantasy; Action & Adventure,2026-06-21
1314481,movie,The Devil Wears Prada 2,2026-04-29,38.6794,6.566,821,en,Comedy; Drama,2026-06-21
1314481,movie,The Devil Wears Prada 2,2026-04-29,38.6794,6.566,821,en,Comedy; Drama,2026-06-21
296286,tv,Smoking Behind the Supermarket with You,2026-07-09,38.0666,0.0,0,ja,Animation; Drama; Comedy,2026-06-21
117648,tv,Clarkson's Farm,2021-06-11,37.536,8.495,417,en,Reality; Comedy,2026-06-21
117648,tv,Clarkson's Farm,2021-06-11,37.536,8.495,417,en,Reality; Comedy,2026-06-21
203744,tv,Sugar,2024-04-04,37.2319,7.2,307,en,Drama; Mystery,2026-06-21
196950,tv,Witch Hat Atelier,2026-04-06,36.3766,9.186,86,ja,Animation; Drama; Sci-Fi & Fantasy,2026-06-21
196950,tv,Witch Hat Atelier,2026-04-06,36.3766,9.186,86,ja,Animation; Drama; Sci-Fi & Fantasy,2026-06-21
224372,tv,A Knight of the Seven Kingdoms,2026-01-18,34.3259,8.436,936,en,Drama; Sci-Fi & Fantasy; Action & Adventure,2026-06-21
97546,tv,Ted Lasso,2020-08-14,33.1026,8.343,2388,en,Drama; Comedy,2026-06-21
323411,tv,The Vampire Lestat,2026-06-07,31.5139,6.5,21,en,Drama; Sci-Fi & Fantasy,2026-06-21
1699155,movie,Maternal Instinct,2026-06-11,29.2591,7.114,57,en,Documentary; Crime,2026-06-21
90521,tv,Love Island USA,2019-07-09,28.1585,7.0,171,en,Reality,2026-06-21
1315772,movie,Minions & Monsters,2026-06-24,27.5046,9.5,1,en,Adventure; Animation; Comedy; Family; Fantasy,2026-06-21
229544,tv,Among Us,2026-06-05,26.48,8.948,105,en,Animation; Mystery; Comedy; Sci-Fi & Fantasy,2026-06-21
125928,tv,My Adventures with Superman,2023-07-07,25.0771,8.143,224,en,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-06-21
252107,tv,Star City,2026-05-28,24.374,6.8,28,en,Drama; Sci-Fi & Fantasy; War & Politics,2026-06-21
230311,tv,Love Has Fireworks,2026-06-15,23.1828,8.5,2,zh,Drama,2026-06-21
1413976,movie,Citizen Vigilante,2026-06-19,20.7852,5.9,8,en,Thriller; Action; Crime,2026-06-21
219971,tv,The Agency,2024-12-01,19.9953,7.143,217,en,Drama; Mystery,2026-06-21
1284465,movie,The Death of Robin Hood,2026-06-18,18.3462,6.533,15,en,Drama; Thriller,2026-06-21
302658,tv,Founder: Orhan,2025-10-29,17.4735,8.0,5,tr,Drama; Action & Adventure; War & Politics,2026-06-21
1108427,movie,Moana,2026-07-08,17.1024,0.0,0,en,Family; Fantasy; Comedy; Adventure,2026-06-21
1397485,movie,Girls Like Girls,2026-06-18,16.1753,7.4,5,en,Romance; Drama,2026-06-21
1212763,movie,Evil Dead Burn,2026-07-08,14.6907,0.0,0,en,Horror; Thriller,2026-06-21
1564614,movie,Leviticus,2026-06-17,14.1333,7.333,9,en,Horror; Romance,2026-06-21
312474,tv,NIPPON SANGOKU: The Three Nations of the Crimson Sun,2026-04-05,14.0357,8.357,28,ja,Animation; Drama; War & Politics,2026-06-21
285404,tv,Maximum Pleasure Guaranteed,2026-05-19,13.9334,5.857,21,en,Comedy,2026-06-21
387,tv,SpongeBob SquarePants,1999-05-01,13.4012,7.7,3214,en,Animation; Comedy; Family,2026-06-21
86031,tv,Dr. STONE,2019-07-05,12.6425,8.54,1699,ja,Animation; Action & Adventure; Comedy; Sci-Fi & Fantasy,2026-06-21
233076,tv,The Heart,2023-10-07,9.9979,8.9,7,zh,Drama,2026-06-21
233076,tv,The Heart,2023-10-07,9.9979,8.9,7,zh,Drama,2026-06-21
1202033,movie,Enola Holmes 3,2026-07-01,5.6237,0.0,0,en,Adventure; Mystery; Crime,2026-06-21
1700944,movie,"Love, Ngo",2026-06-03,4.5471,9.0,1,tl,Comedy,2026-06-21
