id,media_type,title,date,popularity,vote_average,vote_count,original_language,genres,week,genre
1368337,movie,The Odyssey,2026-07-15,660.4968,7.78,640,en,Adventure; Action; Fantasy,2026-07-19,Adventure
1368337,movie,The Odyssey,2026-07-15,660.4968,7.78,640,en,Adventure; Action; Fantasy,2026-07-19,Action
1368337,movie,The Odyssey,2026-07-15,660.4968,7.78,640,en,Adventure; Action; Fantasy,2026-07-19,Fantasy
1339713,movie,Obsession,2026-05-13,600.7823,8.25,3289,en,Horror; Thriller,2026-07-19,Horror
1339713,movie,Obsession,2026-05-13,600.7823,8.25,3289,en,Horror; Thriller,2026-07-19,Thriller
1275779,movie,Disclosure Day,2026-06-10,462.8826,6.694,898,en,Science Fiction; Thriller,2026-07-19,Science Fiction
1275779,movie,Disclosure Day,2026-06-10,462.8826,6.694,898,en,Science Fiction; Thriller,2026-07-19,Thriller
1108427,movie,Moana,2026-07-08,364.172,5.9,113,en,Family; Fantasy; Comedy; Adventure,2026-07-19,Family
1108427,movie,Moana,2026-07-08,364.172,5.9,113,en,Family; Fantasy; Comedy; Adventure,2026-07-19,Fantasy
1108427,movie,Moana,2026-07-08,364.172,5.9,113,en,Family; Fantasy; Comedy; Adventure,2026-07-19,Comedy
1108427,movie,Moana,2026-07-08,364.172,5.9,113,en,Family; Fantasy; Comedy; Adventure,2026-07-19,Adventure
1273221,movie,Scary Movie,2026-06-03,339.8036,5.4,474,en,Comedy; Horror,2026-07-19,Comedy
1273221,movie,Scary Movie,2026-06-03,339.8036,5.4,474,en,Comedy; Horror,2026-07-19,Horror
1315772,movie,Minions & Monsters,2026-06-24,286.1125,6.438,200,en,Adventure; Animation; Comedy; Family; Fantasy,2026-07-19,Adventure
1315772,movie,Minions & Monsters,2026-06-24,286.1125,6.438,200,en,Adventure; Animation; Comedy; Family; Fantasy,2026-07-19,Animation
1315772,movie,Minions & Monsters,2026-06-24,286.1125,6.438,200,en,Adventure; Animation; Comedy; Family; Fantasy,2026-07-19,Comedy
1315772,movie,Minions & Monsters,2026-06-24,286.1125,6.438,200,en,Adventure; Animation; Comedy; Family; Fantasy,2026-07-19,Family
1315772,movie,Minions & Monsters,2026-06-24,286.1125,6.438,200,en,Adventure; Animation; Comedy; Family; Fantasy,2026-07-19,Fantasy
1315772,movie,Minions & Monsters,2026-06-24,286.1125,6.438,200,en,Adventure; Animation; Comedy; Family; Fantasy,2026-07-19,Adventure
1315772,movie,Minions & Monsters,2026-06-24,286.1125,6.438,200,en,Adventure; Animation; Comedy; Family; Fantasy,2026-07-19,Animation
1315772,movie,Minions & Monsters,2026-06-24,286.1125,6.438,200,en,Adventure; Animation; Comedy; Family; Fantasy,2026-07-19,Comedy
1315772,movie,Minions & Monsters,2026-06-24,286.1125,6.438,200,en,Adventure; Animation; Comedy; Family; Fantasy,2026-07-19,Family
1315772,movie,Minions & Monsters,2026-06-24,286.1125,6.438,200,en,Adventure; Animation; Comedy; Family; Fantasy,2026-07-19,Fantasy
1083381,movie,Backrooms,2026-05-27,279.526,7.0,1706,en,Horror; Mystery; Science Fiction,2026-07-19,Horror
1083381,movie,Backrooms,2026-05-27,279.526,7.0,1706,en,Horror; Mystery; Science Fiction,2026-07-19,Mystery
1083381,movie,Backrooms,2026-05-27,279.526,7.0,1706,en,Horror; Mystery; Science Fiction,2026-07-19,Science Fiction
1084244,movie,Toy Story 5,2026-06-17,279.0417,7.434,655,en,Animation; Family; Comedy; Adventure,2026-07-19,Animation
1084244,movie,Toy Story 5,2026-06-17,279.0417,7.434,655,en,Animation; Family; Comedy; Adventure,2026-07-19,Family
1084244,movie,Toy Story 5,2026-06-17,279.0417,7.434,655,en,Animation; Family; Comedy; Adventure,2026-07-19,Comedy
1084244,movie,Toy Story 5,2026-06-17,279.0417,7.434,655,en,Animation; Family; Comedy; Adventure,2026-07-19,Adventure
1368314,movie,Passenger,2026-05-20,206.8151,7.227,484,en,Horror; Thriller,2026-07-19,Horror
1368314,movie,Passenger,2026-05-20,206.8151,7.227,484,en,Horror; Thriller,2026-07-19,Thriller
94997,tv,House of the Dragon,2022-08-21,205.2971,8.369,6646,en,Sci-Fi & Fantasy; Drama; Action & Adventure,2026-07-19,Sci-Fi & Fantasy
94997,tv,House of the Dragon,2022-08-21,205.2971,8.369,6646,en,Sci-Fi & Fantasy; Drama; Action & Adventure,2026-07-19,Drama
94997,tv,House of the Dragon,2022-08-21,205.2971,8.369,6646,en,Sci-Fi & Fantasy; Drama; Action & Adventure,2026-07-19,Action & Adventure
1280738,movie,The Furious,2026-06-10,204.9103,7.439,221,zh,Action; Crime; Thriller,2026-07-19,Action
1280738,movie,The Furious,2026-06-10,204.9103,7.439,221,zh,Action; Crime; Thriller,2026-07-19,Crime
1280738,movie,The Furious,2026-06-10,204.9103,7.439,221,zh,Action; Crime; Thriller,2026-07-19,Thriller
1314481,movie,The Devil Wears Prada 2,2026-04-29,185.7326,7.115,1555,en,Comedy; Drama,2026-07-19,Comedy
1314481,movie,The Devil Wears Prada 2,2026-04-29,185.7326,7.115,1555,en,Comedy; Drama,2026-07-19,Drama
125988,tv,Silo,2023-05-04,179.9342,8.172,2285,en,Sci-Fi & Fantasy; Drama,2026-07-19,Sci-Fi & Fantasy
125988,tv,Silo,2023-05-04,179.9342,8.172,2285,en,Sci-Fi & Fantasy; Drama,2026-07-19,Drama
687163,movie,Project Hail Mary,2026-03-15,171.0115,8.7,6219,en,Science Fiction; Adventure,2026-07-19,Science Fiction
687163,movie,Project Hail Mary,2026-03-15,171.0115,8.7,6219,en,Science Fiction; Adventure,2026-07-19,Adventure
1318621,movie,Descendants: Wicked Wonderland,2026-07-16,150.1921,7.8,48,en,Fantasy; Family; TV Movie,2026-07-19,Fantasy
1318621,movie,Descendants: Wicked Wonderland,2026-07-16,150.1921,7.8,48,en,Fantasy; Family; TV Movie,2026-07-19,Family
1318621,movie,Descendants: Wicked Wonderland,2026-07-16,150.1921,7.8,48,en,Fantasy; Family; TV Movie,2026-07-19,TV Movie
65942,tv,Re:ZERO -Starting Life in Another World-,2016-04-04,148.3736,8.007,719,ja,Animation; Drama; Mystery; Action & Adventure; Sci-Fi & Fantasy,2026-07-19,Animation
65942,tv,Re:ZERO -Starting Life in Another World-,2016-04-04,148.3736,8.007,719,ja,Animation; Drama; Mystery; Action & Adventure; Sci-Fi & Fantasy,2026-07-19,Drama
65942,tv,Re:ZERO -Starting Life in Another World-,2016-04-04,148.3736,8.007,719,ja,Animation; Drama; Mystery; Action & Adventure; Sci-Fi & Fantasy,2026-07-19,Mystery
65942,tv,Re:ZERO -Starting Life in Another World-,2016-04-04,148.3736,8.007,719,ja,Animation; Drama; Mystery; Action & Adventure; Sci-Fi & Fantasy,2026-07-19,Action & Adventure
65942,tv,Re:ZERO -Starting Life in Another World-,2016-04-04,148.3736,8.007,719,ja,Animation; Drama; Mystery; Action & Adventure; Sci-Fi & Fantasy,2026-07-19,Sci-Fi & Fantasy
124364,tv,FROM,2022-02-20,141.2784,8.502,4021,en,Mystery; Drama; Sci-Fi & Fantasy,2026-07-19,Mystery
124364,tv,FROM,2022-02-20,141.2784,8.502,4021,en,Mystery; Drama; Sci-Fi & Fantasy,2026-07-19,Drama
124364,tv,FROM,2022-02-20,141.2784,8.502,4021,en,Mystery; Drama; Sci-Fi & Fantasy,2026-07-19,Sci-Fi & Fantasy
1081003,movie,Supergirl,2026-06-24,124.4946,6.2,495,en,Action; Adventure; Science Fiction,2026-07-19,Action
1081003,movie,Supergirl,2026-06-24,124.4946,6.2,495,en,Action; Adventure; Science Fiction,2026-07-19,Adventure
1081003,movie,Supergirl,2026-06-24,124.4946,6.2,495,en,Action; Adventure; Science Fiction,2026-07-19,Science Fiction
1668364,movie,Desire,2026-05-07,123.6997,6.7,55,es,Mystery; Drama,2026-07-19,Mystery
1668364,movie,Desire,2026-05-07,123.6997,6.7,55,es,Mystery; Drama,2026-07-19,Drama
83533,movie,Avatar: Fire and Ash,2025-12-17,123.0,7.636,3856,en,Science Fiction; Adventure; Fantasy,2026-07-19,Science Fiction
83533,movie,Avatar: Fire and Ash,2025-12-17,123.0,7.636,3856,en,Science Fiction; Adventure; Fantasy,2026-07-19,Adventure
83533,movie,Avatar: Fire and Ash,2025-12-17,123.0,7.636,3856,en,Science Fiction; Adventure; Fantasy,2026-07-19,Fantasy
94664,tv,Mushoku Tensei: Jobless Reincarnation,2021-01-11,120.5223,8.5,1594,ja,Action & Adventure; Animation; Sci-Fi & Fantasy,2026-07-19,Action & Adventure
94664,tv,Mushoku Tensei: Jobless Reincarnation,2021-01-11,120.5223,8.5,1594,ja,Action & Adventure; Animation; Sci-Fi & Fantasy,2026-07-19,Animation
94664,tv,Mushoku Tensei: Jobless Reincarnation,2021-01-11,120.5223,8.5,1594,ja,Action & Adventure; Animation; Sci-Fi & Fantasy,2026-07-19,Sci-Fi & Fantasy
1228710,movie,The Mandalorian and Grogu,2026-05-20,113.7379,6.661,606,en,Action; Adventure; Science Fiction,2026-07-19,Action
1228710,movie,The Mandalorian and Grogu,2026-05-20,113.7379,6.661,606,en,Action; Adventure; Science Fiction,2026-07-19,Adventure
1228710,movie,The Mandalorian and Grogu,2026-05-20,113.7379,6.661,606,en,Action; Adventure; Science Fiction,2026-07-19,Science Fiction
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,102.8317,8.258,3130,en,Family; Comedy; Adventure; Fantasy; Animation,2026-07-19,Family
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,102.8317,8.258,3130,en,Family; Comedy; Adventure; Fantasy; Animation,2026-07-19,Comedy
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,102.8317,8.258,3130,en,Family; Comedy; Adventure; Fantasy; Animation,2026-07-19,Adventure
