id,media_type,title,date,popularity,vote_average,vote_count,original_language,genres,week,genre
1236153,movie,Mercy,2026-01-20,639.672,7.0,413,en,Science Fiction; Action; Thriller,2026-02-22,Science Fiction
1236153,movie,Mercy,2026-01-20,639.672,7.0,413,en,Science Fiction; Action; Thriller,2026-02-22,Action
1236153,movie,Mercy,2026-01-20,639.672,7.0,413,en,Science Fiction; Action; Thriller,2026-02-22,Thriller
224372,tv,A Knight of the Seven Kingdoms,2026-01-18,300.1181,8.542,371,en,Drama; Sci-Fi & Fantasy; Action & Adventure,2026-02-22,Drama
224372,tv,A Knight of the Seven Kingdoms,2026-01-18,300.1181,8.542,371,en,Drama; Sci-Fi & Fantasy; Action & Adventure,2026-02-22,Sci-Fi & Fantasy
224372,tv,A Knight of the Seven Kingdoms,2026-01-18,300.1181,8.542,371,en,Drama; Sci-Fi & Fantasy; Action & Adventure,2026-02-22,Action & Adventure
1272837,movie,28 Years Later: The Bone Temple,2026-01-14,281.7037,7.209,552,en,Horror; Thriller; Science Fiction,2026-02-22,Horror
1272837,movie,28 Years Later: The Bone Temple,2026-01-14,281.7037,7.209,552,en,Horror; Thriller; Science Fiction,2026-02-22,Thriller
1272837,movie,28 Years Later: The Bone Temple,2026-01-14,281.7037,7.209,552,en,Horror; Thriller; Science Fiction,2026-02-22,Science Fiction
456,tv,The Simpsons,1989-12-17,245.954,8.0,10582,en,Family; Animation; Comedy,2026-02-22,Family
456,tv,The Simpsons,1989-12-17,245.954,8.0,10582,en,Family; Animation; Comedy,2026-02-22,Animation
456,tv,The Simpsons,1989-12-17,245.954,8.0,10582,en,Family; Animation; Comedy,2026-02-22,Comedy
79744,tv,The Rookie,2018-10-16,240.0926,8.531,2971,en,Crime; Drama; Comedy,2026-02-22,Crime
79744,tv,The Rookie,2018-10-16,240.0926,8.531,2971,en,Crime; Drama; Comedy,2026-02-22,Drama
79744,tv,The Rookie,2018-10-16,240.0926,8.531,2971,en,Crime; Drama; Comedy,2026-02-22,Comedy
840464,movie,Greenland 2: Migration,2026-01-07,220.1914,6.53,491,en,Adventure; Thriller; Science Fiction,2026-02-22,Adventure
840464,movie,Greenland 2: Migration,2026-01-07,220.1914,6.53,491,en,Adventure; Thriller; Science Fiction,2026-02-22,Thriller
840464,movie,Greenland 2: Migration,2026-01-07,220.1914,6.53,491,en,Adventure; Thriller; Science Fiction,2026-02-22,Science Fiction
1434,tv,Family Guy,1999-01-31,205.0949,7.39,4805,en,Animation; Comedy,2026-02-22,Animation
1434,tv,Family Guy,1999-01-31,205.0949,7.39,4805,en,Animation; Comedy,2026-02-22,Comedy
95479,tv,JUJUTSU KAISEN,2020-10-03,181.3938,8.561,4204,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-02-22,Animation
95479,tv,JUJUTSU KAISEN,2020-10-03,181.3938,8.561,4204,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-02-22,Action & Adventure
95479,tv,JUJUTSU KAISEN,2020-10-03,181.3938,8.561,4204,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-02-22,Sci-Fi & Fantasy
1084242,movie,Zootopia 2,2025-11-26,180.5534,7.607,1801,en,Animation; Comedy; Adventure; Family; Mystery,2026-02-22,Animation
1084242,movie,Zootopia 2,2025-11-26,180.5534,7.607,1801,en,Animation; Comedy; Adventure; Family; Mystery,2026-02-22,Comedy
1084242,movie,Zootopia 2,2025-11-26,180.5534,7.607,1801,en,Animation; Comedy; Adventure; Family; Mystery,2026-02-22,Adventure
1084242,movie,Zootopia 2,2025-11-26,180.5534,7.607,1801,en,Animation; Comedy; Adventure; Family; Mystery,2026-02-22,Family
