id,media_type,title,date,popularity,vote_average,vote_count,original_language,genres,week
798645,movie,The Running Man,2025-11-11,66.9683,6.832,937,en,Action; Thriller; Science Fiction,2026-01-11
256721,tv,Gachiakuta,2025-07-06,64.5033,8.572,180,ja,Animation; Action & Adventure; Drama; Sci-Fi & Fantasy,2026-01-11
103540,tv,Percy Jackson and the Olympians,2023-12-19,61.9163,7.3,667,en,Action & Adventure; Sci-Fi & Fantasy; Drama; Family,2026-01-11
63926,tv,One-Punch Man,2015-10-05,61.0349,8.387,3970,ja,Animation; Comedy; Action & Adventure; Sci-Fi & Fantasy,2026-01-11
301507,tv,Heated Rivalry,2025-11-28,59.5246,8.725,171,en,Drama,2026-01-11
278577,tv,Shine on Me,2025-12-22,58.535,7.429,7,zh,Drama,2026-01-11
1062722,movie,Frankenstein,2025-10-17,57.969,7.697,2580,en,Drama; Fantasy; Horror,2026-01-11
1218925,movie,Chainsaw Man - The Movie: Reze Arc,2025-09-19,56.6392,8.298,586,ja,Animation; Action; Romance; Fantasy,2026-01-11
812583,movie,Wake Up Dead Man: A Knives Out Mystery,2025-11-26,55.9046,7.211,1720,en,Thriller; Mystery; Comedy,2026-01-11
30983,tv,Detective Conan,1996-01-08,55.2872,8.0,727,ja,Animation; Crime; Mystery; Comedy,2026-01-11
246412,tv,The Copenhagen Test,2025-12-27,52.8808,6.0,50,en,Action & Adventure; Sci-Fi & Fantasy; Mystery,2026-01-11
840464,movie,Greenland 2: Migration,2026-01-07,49.2416,6.6,25,en,Action; Adventure; Thriller; Science Fiction,2026-01-11
1317288,movie,Marty Supreme,2025-12-19,48.9955,7.995,98,en,Drama; Comedy,2026-01-11
209867,tv,Frieren: Beyond Journey's End,2023-09-29,48.444,8.747,622,ja,Animation; Action & Adventure; Drama; Sci-Fi & Fantasy,2026-01-11
1315303,movie,Primate,2026-01-01,46.832,6.4,20,en,Horror; Thriller,2026-01-11
911430,movie,F1,2025-06-25,46.1838,7.791,3049,en,Action; Drama,2026-01-11
37854,tv,One Piece,1999-10-20,45.9663,8.721,5094,ja,Action & Adventure; Comedy; Animation,2026-01-11
617126,movie,The Fantastic 4: First Steps,2025-07-23,45.7649,7.0,2813,en,Science Fiction; Adventure; Action,2026-01-11
139060,tv,Chained Soldier,2024-01-04,43.724,7.655,71,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-01-11
246386,tv,All Her Fault,2025-11-07,43.1966,8.2,92,en,Drama; Mystery; Crime,2026-01-11
226637,tv,High Potential,2024-09-17,42.3699,8.0,388,en,Drama; Crime; Mystery,2026-01-11
272586,tv,Land of Sin,2026-01-02,41.2245,5.28,41,sv,Drama; Crime; Mystery,2026-01-11
1061474,movie,Superman,2025-07-09,40.7891,7.4,4122,en,Science Fiction; Adventure; Action,2026-01-11
701387,movie,Bugonia,2025-10-23,40.5088,7.397,1126,en,Science Fiction; Crime,2026-01-11
991494,movie,The SpongeBob Movie: Search for SquarePants,2025-12-16,39.2169,6.6,57,en,Animation; Family; Comedy; Adventure,2026-01-11
1214931,movie,Nuremberg,2025-11-06,38.6895,7.319,353,en,History; Drama,2026-01-11
1233413,movie,Sinners,2025-04-16,38.3422,7.498,3195,en,Horror; Action; Thriller,2026-01-11
244244,tv,Run Away,2026-01-01,36.5555,6.65,51,en,Drama; Mystery,2026-01-11
1259102,movie,Eternity,2025-11-26,35.6285,7.1,294,en,Romance; Comedy; Drama,2026-01-11
249522,tv,Beast Games,2024-12-19,32.8998,7.486,177,en,Reality,2026-01-11
208851,tv,A Thousand Blows,2025-02-21,29.5649,6.6,84,en,Drama,2026-01-11
1078605,movie,Weapons,2025-08-04,28.7687,7.298,2696,en,Horror; Mystery,2026-01-11
1033148,movie,Die My Love,2025-10-06,27.6175,6.252,288,en,Drama,2026-01-11
61859,tv,The Night Manager,2016-02-21,27.4035,7.8,1144,en,Drama; Mystery; Crime,2026-01-11
280110,tv,My Hero Academia: Vigilantes,2025-04-07,26.8275,7.688,64,ja,Animation; Action & Adventure; Drama; Sci-Fi & Fantasy,2026-01-11
402431,movie,Wicked,2024-10-16,26.4427,6.9,2785,en,Drama; Romance; Fantasy,2026-01-11
281161,tv,"Noble Reincarnation: Born Blessed, So I'll Obtain Ultimate Power",2026-01-08,25.5776,8.2,4,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-01-11
1272837,movie,28 Years Later: The Bone Temple,2026-01-07,25.3335,8.8,4,en,Horror; Thriller; Science Fiction,2026-01-11
671,movie,Harry Potter and the Philosopher's Stone,2001-11-16,24.5483,7.9,29003,en,Adventure; Fantasy,2026-01-11
524047,movie,Greenland,2020-07-29,23.2993,7.121,4903,en,Action; Adventure; Thriller; Science Fiction,2026-01-11
604079,movie,The Long Walk,2025-09-10,22.4837,6.948,1029,en,Science Fiction; Thriller; Horror,2026-01-11
117465,tv,Hell's Paradise,2023-04-01,21.5833,8.1,358,ja,Animation; Drama; Action & Adventure; Sci-Fi & Fantasy,2026-01-11
1371185,movie,Song Sung Blue,2025-12-25,21.009,7.3,38,en,Drama; Music; Romance,2026-01-11
277513,tv,There's No Freaking Way I'll Be Your Lover! Unless...,2025-07-08,20.7149,7.981,26,ja,Animation; Comedy,2026-01-11
263330,tv,SHIBOYUGI: Playing Death Games to Put Food on the Table,2026-01-07,20.3377,7.4,6,ja,Animation; Action & Adventure,2026-01-11
1124566,movie,Sentimental Value,2025-08-20,20.3259,7.7,283,no,Drama,2026-01-11
858024,movie,Hamnet,2025-11-26,20.2364,7.7,35,en,Drama; Romance,2026-01-11
11,movie,Star Wars,1977-05-25,20.208,8.202,21816,en,Adventure; Action; Science Fiction,2026-01-11
65930,tv,My Hero Academia,2016-04-03,19.9568,8.619,5164,ja,Action & Adventure; Animation; Sci-Fi & Fantasy,2026-01-11
255064,tv,The Darwin Incident,2026-01-07,19.7662,8.3,8,ja,Animation; Sci-Fi & Fantasy,2026-01-11
296146,tv,The Punishment,2025-12-25,17.9648,9.7,3,zh,Crime,2026-01-11
1241983,movie,Train Dreams,2025-11-05,17.8227,7.337,444,en,Drama,2026-01-11
1220564,movie,The Secret Agent,2025-07-23,15.1997,7.93,135,pt,Crime; Drama; Thriller,2026-01-11
229858,tv,Fate/strange Fake,2024-12-31,14.3489,7.9,12,ja,Animation; Action & Adventure; Sci-Fi & Fantasy; Drama,2026-01-11
1151272,movie,Sirāt,2025-06-06,13.8063,6.9,312,es,Drama; Thriller; Music,2026-01-11
204266,tv,TRIGUN STAMPEDE,2023-01-07,13.5963,7.3,69,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-01-11
88046,tv,Fire Force,2019-07-05,13.2809,8.4,590,ja,Animation; Action & Adventure; Sci-Fi & Fantasy; Comedy,2026-01-11
208919,tv,Chasing the Undercurrent,2022-08-25,11.9985,6.571,7,zh,Crime; Drama; Action & Adventure,2026-01-11
1198994,movie,Send Help,2026-01-26,11.3459,0.0,0,en,Horror; Thriller; Comedy,2026-01-11
1159559,movie,Scream 7,2026-02-25,7.2824,0.0,0,en,Horror; Mystery; Crime,2026-01-11
1325734,movie,The Drama,2026-04-02,5.8995,0.0,0,en,Romance; Comedy; Drama,2026-01-11
257789,tv,Forever Young,2025-12-30,5.7606,6.333,3,zh,Drama,2026-01-11
278043,tv,You and I Are Polar Opposites,2026-01-11,3.652,8.0,1,ja,Animation; Comedy,2026-01-11
284969,tv,Oedo Fire Slayer -The Legend of Phoenix-,2026-01-11,1.0757,0.0,0,ja,Animation; Drama; Action & Adventure,2026-01-11
275902,tv,Kaya-chan Isn't Scary,2026-01-11,0.8258,8.0,1,ja,Animation; Mystery; Drama; Sci-Fi & Fantasy,2026-01-11
