id,media_type,title,date,popularity,vote_average,vote_count,original_language,genres,week,genre
76479,tv,The Boys,2019-07-25,599.6847,8.438,12024,en,Sci-Fi & Fantasy; Action & Adventure,2026-05-03,Sci-Fi & Fantasy
76479,tv,The Boys,2019-07-25,599.6847,8.438,12024,en,Sci-Fi & Fantasy; Action & Adventure,2026-05-03,Action & Adventure
124364,tv,FROM,2022-02-20,540.3756,8.178,2699,en,Mystery; Drama; Sci-Fi & Fantasy,2026-05-03,Mystery
124364,tv,FROM,2022-02-20,540.3756,8.178,2699,en,Mystery; Drama; Sci-Fi & Fantasy,2026-05-03,Drama
124364,tv,FROM,2022-02-20,540.3756,8.178,2699,en,Mystery; Drama; Sci-Fi & Fantasy,2026-05-03,Sci-Fi & Fantasy
1318447,movie,Apex,2026-04-24,520.2524,6.438,624,en,Action; Thriller,2026-05-03,Action
1318447,movie,Apex,2026-04-24,520.2524,6.438,624,en,Action; Thriller,2026-05-03,Thriller
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,501.9579,6.7,711,en,Family; Comedy; Adventure; Fantasy; Animation,2026-05-03,Family
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,501.9579,6.7,711,en,Family; Comedy; Adventure; Fantasy; Animation,2026-05-03,Comedy
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,501.9579,6.7,711,en,Family; Comedy; Adventure; Fantasy; Animation,2026-05-03,Adventure
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,501.9579,6.7,711,en,Family; Comedy; Adventure; Fantasy; Animation,2026-05-03,Fantasy
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,501.9579,6.7,711,en,Family; Comedy; Adventure; Fantasy; Animation,2026-05-03,Animation
79744,tv,The Rookie,2018-10-16,298.4098,8.532,3152,en,Crime; Drama; Comedy,2026-05-03,Crime
79744,tv,The Rookie,2018-10-16,298.4098,8.532,3152,en,Crime; Drama; Comedy,2026-05-03,Drama
79744,tv,The Rookie,2018-10-16,298.4098,8.532,3152,en,Crime; Drama; Comedy,2026-05-03,Comedy
85552,tv,Euphoria,2019-06-16,289.2221,8.28,10482,en,Drama,2026-05-03,Drama
1198994,movie,Send Help,2026-01-22,286.717,6.998,1168,en,Horror; Thriller; Comedy,2026-05-03,Horror
1198994,movie,Send Help,2026-01-22,286.717,6.998,1168,en,Horror; Thriller; Comedy,2026-05-03,Thriller
1198994,movie,Send Help,2026-01-22,286.717,6.998,1168,en,Horror; Thriller; Comedy,2026-05-03,Comedy
936075,movie,Michael,2026-04-22,262.1418,7.492,454,en,Music; Drama,2026-05-03,Music
936075,movie,Michael,2026-04-22,262.1418,7.492,454,en,Music; Drama,2026-05-03,Drama
1292695,movie,They Will Kill You,2026-03-25,241.089,6.639,320,en,Action; Comedy; Horror,2026-05-03,Action
1292695,movie,They Will Kill You,2026-03-25,241.089,6.639,320,en,Action; Comedy; Horror,2026-05-03,Comedy
1292695,movie,They Will Kill You,2026-03-25,241.089,6.639,320,en,Action; Comedy; Horror,2026-05-03,Horror
4614,tv,NCIS,2003-09-23,222.7555,7.615,2486,en,Crime; Drama; Action & Adventure,2026-05-03,Crime
4614,tv,NCIS,2003-09-23,222.7555,7.615,2486,en,Crime; Drama; Action & Adventure,2026-05-03,Drama
4614,tv,NCIS,2003-09-23,222.7555,7.615,2486,en,Crime; Drama; Action & Adventure,2026-05-03,Action & Adventure
1327819,movie,Hoppers,2026-03-04,218.0784,7.707,694,en,Adventure; Animation; Comedy; Family; Science Fiction,2026-05-03,Adventure
1327819,movie,Hoppers,2026-03-04,218.0784,7.707,694,en,Adventure; Animation; Comedy; Family; Science Fiction,2026-05-03,Animation
1327819,movie,Hoppers,2026-03-04,218.0784,7.707,694,en,Adventure; Animation; Comedy; Family; Science Fiction,2026-05-03,Comedy
1327819,movie,Hoppers,2026-03-04,218.0784,7.707,694,en,Adventure; Animation; Comedy; Family; Science Fiction,2026-05-03,Family
1327819,movie,Hoppers,2026-03-04,218.0784,7.707,694,en,Adventure; Animation; Comedy; Family; Science Fiction,2026-05-03,Science Fiction
1416,tv,Grey's Anatomy,2005-03-27,213.0927,8.207,10855,en,Drama,2026-05-03,Drama
1314481,movie,The Devil Wears Prada 2,2026-04-29,208.5471,6.774,234,en,Comedy; Drama,2026-05-03,Comedy
1314481,movie,The Devil Wears Prada 2,2026-04-29,208.5471,6.774,234,en,Comedy; Drama,2026-05-03,Drama
83533,movie,Avatar: Fire and Ash,2025-12-17,205.9337,7.366,2795,en,Science Fiction; Adventure; Fantasy,2026-05-03,Science Fiction
83533,movie,Avatar: Fire and Ash,2025-12-17,205.9337,7.366,2795,en,Science Fiction; Adventure; Fantasy,2026-05-03,Adventure
83533,movie,Avatar: Fire and Ash,2025-12-17,205.9337,7.366,2795,en,Science Fiction; Adventure; Fantasy,2026-05-03,Fantasy
1613798,movie,Vengeance,2026-02-26,198.7116,7.077,123,es,Action; Thriller,2026-05-03,Action
1613798,movie,Vengeance,2026-02-26,198.7116,7.077,123,es,Action; Thriller,2026-05-03,Thriller
1007757,movie,Swapped,2026-05-01,198.5328,8.1,41,en,Animation; Adventure; Comedy; Family; Fantasy,2026-05-03,Animation
1007757,movie,Swapped,2026-05-01,198.5328,8.1,41,en,Animation; Adventure; Comedy; Family; Fantasy,2026-05-03,Adventure
1007757,movie,Swapped,2026-05-01,198.5328,8.1,41,en,Animation; Adventure; Comedy; Family; Fantasy,2026-05-03,Comedy
1007757,movie,Swapped,2026-05-01,198.5328,8.1,41,en,Animation; Adventure; Comedy; Family; Fantasy,2026-05-03,Family
1007757,movie,Swapped,2026-05-01,198.5328,8.1,41,en,Animation; Adventure; Comedy; Family; Fantasy,2026-05-03,Fantasy
456,tv,The Simpsons,1989-12-17,190.4882,8.012,10700,en,Family; Animation; Comedy,2026-05-03,Family
456,tv,The Simpsons,1989-12-17,190.4882,8.012,10700,en,Family; Animation; Comedy,2026-05-03,Animation
456,tv,The Simpsons,1989-12-17,190.4882,8.012,10700,en,Family; Animation; Comedy,2026-05-03,Comedy
95557,tv,INVINCIBLE,2021-03-25,182.5391,8.624,5655,en,Animation; Drama; Sci-Fi & Fantasy; Action & Adventure,2026-05-03,Animation
95557,tv,INVINCIBLE,2021-03-25,182.5391,8.624,5655,en,Animation; Drama; Sci-Fi & Fantasy; Action & Adventure,2026-05-03,Drama
95557,tv,INVINCIBLE,2021-03-25,182.5391,8.624,5655,en,Animation; Drama; Sci-Fi & Fantasy; Action & Adventure,2026-05-03,Sci-Fi & Fantasy
95557,tv,INVINCIBLE,2021-03-25,182.5391,8.624,5655,en,Animation; Drama; Sci-Fi & Fantasy; Action & Adventure,2026-05-03,Action & Adventure
980431,movie,Avatar Aang: The Last Airbender,2026-10-09,179.5468,0.0,0,en,Animation; Action; Adventure; Fantasy,2026-05-03,Animation
980431,movie,Avatar Aang: The Last Airbender,2026-10-09,179.5468,0.0,0,en,Animation; Action; Adventure; Fantasy,2026-05-03,Action
980431,movie,Avatar Aang: The Last Airbender,2026-10-09,179.5468,0.0,0,en,Animation; Action; Adventure; Fantasy,2026-05-03,Adventure
980431,movie,Avatar Aang: The Last Airbender,2026-10-09,179.5468,0.0,0,en,Animation; Action; Adventure; Fantasy,2026-05-03,Fantasy
1434,tv,Family Guy,1999-01-31,178.043,7.397,4902,en,Animation; Comedy,2026-05-03,Animation
1434,tv,Family Guy,1999-01-31,178.043,7.397,4902,en,Animation; Comedy,2026-05-03,Comedy
687163,movie,Project Hail Mary,2026-03-15,154.5246,8.21,1888,en,Science Fiction; Adventure,2026-05-03,Science Fiction
687163,movie,Project Hail Mary,2026-03-15,154.5246,8.21,1888,en,Science Fiction; Adventure,2026-05-03,Adventure
1297842,movie,GOAT,2026-02-11,152.1252,7.93,481,en,Animation; Comedy; Family,2026-05-03,Animation
1297842,movie,GOAT,2026-02-11,152.1252,7.93,481,en,Animation; Comedy; Family,2026-05-03,Comedy
1297842,movie,GOAT,2026-02-11,152.1252,7.93,481,en,Animation; Comedy; Family,2026-05-03,Family
66732,tv,Stranger Things,2016-07-15,146.2172,8.568,21064,en,Sci-Fi & Fantasy; Mystery; Action & Adventure,2026-05-03,Sci-Fi & Fantasy
66732,tv,Stranger Things,2016-07-15,146.2172,8.568,21064,en,Sci-Fi & Fantasy; Mystery; Action & Adventure,2026-05-03,Mystery
66732,tv,Stranger Things,2016-07-15,146.2172,8.568,21064,en,Sci-Fi & Fantasy; Mystery; Action & Adventure,2026-05-03,Action & Adventure
202411,tv,Monarch: Legacy of Monsters,2023-11-16,145.5217,7.716,1195,en,Sci-Fi & Fantasy; Drama; Action & Adventure,2026-05-03,Sci-Fi & Fantasy
202411,tv,Monarch: Legacy of Monsters,2023-11-16,145.5217,7.716,1195,en,Sci-Fi & Fantasy; Drama; Action & Adventure,2026-05-03,Drama
202411,tv,Monarch: Legacy of Monsters,2023-11-16,145.5217,7.716,1195,en,Sci-Fi & Fantasy; Drama; Action & Adventure,2026-05-03,Action & Adventure
1290821,movie,Shelter,2026-01-28,138.0559,6.803,628,en,Action; Crime; Thriller,2026-05-03,Action
1290821,movie,Shelter,2026-01-28,138.0559,6.803,628,en,Action; Crime; Thriller,2026-05-03,Crime
1290821,movie,Shelter,2026-01-28,138.0559,6.803,628,en,Action; Crime; Thriller,2026-05-03,Thriller
95479,tv,JUJUTSU KAISEN,2020-10-03,130.7579,8.551,4360,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-05-03,Animation
95479,tv,JUJUTSU KAISEN,2020-10-03,130.7579,8.551,4360,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-05-03,Action & Adventure
95479,tv,JUJUTSU KAISEN,2020-10-03,130.7579,8.551,4360,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-05-03,Sci-Fi & Fantasy
278573,tv,Perfect Crown,2026-04-10,122.3122,8.2,19,ko,Comedy; Drama,2026-05-03,Comedy
278573,tv,Perfect Crown,2026-04-10,122.3122,8.2,19,ko,Comedy; Drama,2026-05-03,Drama
1084242,movie,Zootopia 2,2025-11-26,119.6138,7.604,2647,en,Adventure; Animation; Comedy; Family; Mystery,2026-05-03,Adventure
1084242,movie,Zootopia 2,2025-11-26,119.6138,7.604,2647,en,Adventure; Animation; Comedy; Family; Mystery,2026-05-03,Animation
1084242,movie,Zootopia 2,2025-11-26,119.6138,7.604,2647,en,Adventure; Animation; Comedy; Family; Mystery,2026-05-03,Comedy
1084242,movie,Zootopia 2,2025-11-26,119.6138,7.604,2647,en,Adventure; Animation; Comedy; Family; Mystery,2026-05-03,Family
1084242,movie,Zootopia 2,2025-11-26,119.6138,7.604,2647,en,Adventure; Animation; Comedy; Family; Mystery,2026-05-03,Mystery
223386,tv,Man on Fire,2026-04-30,114.1415,6.155,42,en,Action & Adventure; Crime,2026-05-03,Action & Adventure
223386,tv,Man on Fire,2026-04-30,114.1415,6.155,42,en,Action & Adventure; Crime,2026-05-03,Crime
1171145,movie,Crime 101,2026-02-11,110.3532,6.948,841,en,Crime; Thriller,2026-05-03,Crime
1171145,movie,Crime 101,2026-02-11,110.3532,6.948,841,en,Crime; Thriller,2026-05-03,Thriller
202555,tv,Daredevil: Born Again,2025-03-04,109.0804,8.027,784,en,Drama; Action & Adventure; Crime,2026-05-03,Drama
202555,tv,Daredevil: Born Again,2025-03-04,109.0804,8.027,784,en,Drama; Action & Adventure; Crime,2026-05-03,Action & Adventure
202555,tv,Daredevil: Born Again,2025-03-04,109.0804,8.027,784,en,Drama; Action & Adventure; Crime,2026-05-03,Crime
202555,tv,Daredevil: Born Again,2025-03-04,109.0804,8.027,784,en,Drama; Action & Adventure; Crime,2026-05-03,Drama
202555,tv,Daredevil: Born Again,2025-03-04,109.0804,8.027,784,en,Drama; Action & Adventure; Crime,2026-05-03,Action & Adventure
202555,tv,Daredevil: Born Again,2025-03-04,109.0804,8.027,784,en,Drama; Action & Adventure; Crime,2026-05-03,Crime
56570,tv,Outlander,2014-08-09,104.495,8.176,2814,en,Drama; Sci-Fi & Fantasy,2026-05-03,Drama
56570,tv,Outlander,2014-08-09,104.495,8.176,2814,en,Drama; Sci-Fi & Fantasy,2026-05-03,Sci-Fi & Fantasy
270476,tv,Widow's Bay,2026-04-28,100.5484,7.3,15,en,Drama; Mystery; Comedy,2026-05-03,Drama
270476,tv,Widow's Bay,2026-04-28,100.5484,7.3,15,en,Drama; Mystery; Comedy,2026-05-03,Mystery
270476,tv,Widow's Bay,2026-04-28,100.5484,7.3,15,en,Drama; Mystery; Comedy,2026-05-03,Comedy
285838,tv,If Wishes Could Kill,2026-04-24,90.049,8.02,50,ko,Mystery; Drama,2026-05-03,Mystery
285838,tv,If Wishes Could Kill,2026-04-24,90.049,8.02,50,ko,Mystery; Drama,2026-05-03,Drama
250307,tv,The Pitt,2025-01-09,85.106,8.721,703,en,Drama,2026-05-03,Drama
1368166,movie,The Housemaid,2025-12-18,83.008,7.229,1973,en,Mystery; Thriller,2026-05-03,Mystery
1368166,movie,The Housemaid,2025-12-18,83.008,7.229,1973,en,Mystery; Thriller,2026-05-03,Thriller
290856,tv,Marshals,2026-03-01,80.97,7.161,137,en,Drama,2026-05-03,Drama
1084577,movie,Balls Up,2026-04-15,77.8853,5.7,171,en,Comedy; Action; Adventure,2026-05-03,Comedy
1084577,movie,Balls Up,2026-04-15,77.8853,5.7,171,en,Comedy; Action; Adventure,2026-05-03,Action
1084577,movie,Balls Up,2026-04-15,77.8853,5.7,171,en,Comedy; Action; Adventure,2026-05-03,Adventure
209867,tv,Frieren: Beyond Journey's End,2023-09-29,74.5671,8.8,793,ja,Animation; Action & Adventure; Drama; Sci-Fi & Fantasy,2026-05-03,Animation
209867,tv,Frieren: Beyond Journey's End,2023-09-29,74.5671,8.8,793,ja,Animation; Action & Adventure; Drama; Sci-Fi & Fantasy,2026-05-03,Action & Adventure
209867,tv,Frieren: Beyond Journey's End,2023-09-29,74.5671,8.8,793,ja,Animation; Action & Adventure; Drama; Sci-Fi & Fantasy,2026-05-03,Drama
209867,tv,Frieren: Beyond Journey's End,2023-09-29,74.5671,8.8,793,ja,Animation; Action & Adventure; Drama; Sci-Fi & Fantasy,2026-05-03,Sci-Fi & Fantasy
1159559,movie,Scream 7,2026-02-25,74.5461,6.043,833,en,Horror; Mystery; Crime,2026-05-03,Horror
1159559,movie,Scream 7,2026-02-25,74.5461,6.043,833,en,Horror; Mystery; Crime,2026-05-03,Mystery
1159559,movie,Scream 7,2026-02-25,74.5461,6.043,833,en,Horror; Mystery; Crime,2026-05-03,Crime
211288,tv,Tracker,2024-02-11,73.4727,7.511,266,en,Drama; Crime,2026-05-03,Drama
211288,tv,Tracker,2024-02-11,73.4727,7.511,266,en,Drama; Crime,2026-05-03,Crime
1290417,movie,Thrash,2026-04-10,70.9992,5.892,493,en,Horror; Thriller,2026-05-03,Horror
1290417,movie,Thrash,2026-04-10,70.9992,5.892,493,en,Horror; Thriller,2026-05-03,Thriller
65942,tv,Re:ZERO -Starting Life in Another World-,2016-04-04,65.8723,7.831,605,ja,Animation; Action & Adventure; Sci-Fi & Fantasy; Mystery,2026-05-03,Animation
65942,tv,Re:ZERO -Starting Life in Another World-,2016-04-04,65.8723,7.831,605,ja,Animation; Action & Adventure; Sci-Fi & Fantasy; Mystery,2026-05-03,Action & Adventure
65942,tv,Re:ZERO -Starting Life in Another World-,2016-04-04,65.8723,7.831,605,ja,Animation; Action & Adventure; Sci-Fi & Fantasy; Mystery,2026-05-03,Sci-Fi & Fantasy
65942,tv,Re:ZERO -Starting Life in Another World-,2016-04-04,65.8723,7.831,605,ja,Animation; Action & Adventure; Sci-Fi & Fantasy; Mystery,2026-05-03,Mystery
94997,tv,House of the Dragon,2022-08-21,65.5332,8.288,5867,en,Sci-Fi & Fantasy; Drama; Action & Adventure,2026-05-03,Sci-Fi & Fantasy
94997,tv,House of the Dragon,2022-08-21,65.5332,8.288,5867,en,Sci-Fi & Fantasy; Drama; Action & Adventure,2026-05-03,Drama
94997,tv,House of the Dragon,2022-08-21,65.5332,8.288,5867,en,Sci-Fi & Fantasy; Drama; Action & Adventure,2026-05-03,Action & Adventure
87917,tv,For All Mankind,2019-11-01,62.6621,7.7,916,en,Drama; Sci-Fi & Fantasy; War & Politics,2026-05-03,Drama
87917,tv,For All Mankind,2019-11-01,62.6621,7.7,916,en,Drama; Sci-Fi & Fantasy; War & Politics,2026-05-03,Sci-Fi & Fantasy
