id,media_type,title,date,popularity,vote_average,vote_count,original_language,genres,week
1272837,movie,28 Years Later: The Bone Temple,2026-01-14,41.489,7.295,310.0,en,Horror; Thriller; Science Fiction,2026-02-08
1236153,movie,Mercy,2026-01-19,40.9913,6.7,117.0,en,Science Fiction; Action; Thriller,2026-02-08
37854,tv,One Piece,1999-10-20,40.7943,8.7,5119.0,ja,Action & Adventure; Comedy; Animation,2026-02-08
1618945,movie,Yoh! Bestie,2026-02-06,40.7306,5.917,12.0,en,Romance; Comedy,2026-02-08
1206008,movie,Ella McCay,2025-12-11,40.1719,5.8,55.0,en,Comedy; Drama,2026-02-08
911430,movie,F1,2025-06-25,39.9638,7.774,3291.0,en,Action; Drama,2026-02-08
533533,movie,TRON: Ares,2025-10-08,38.6359,6.497,1152.0,en,Science Fiction; Adventure; Action,2026-02-08
1198984,movie,We Bury the Dead,2026-01-01,37.7859,6.25,56.0,en,Horror; Thriller,2026-02-08
89456,tv,Primal,2019-10-08,37.6923,8.611,1499.0,en,Action & Adventure; Animation; Drama,2026-02-08
136311,tv,Shrinking,2023-01-26,37.2347,7.8,523.0,en,Drama; Comedy,2026-02-08
203737,tv,【OSHI NO KO】,2023-04-12,36.0235,8.3,297.0,ja,Animation; Drama,2026-02-08
198102,tv,Hijack,2023-06-28,35.4189,7.6,700.0,en,Drama,2026-02-08
1315303,movie,Primate,2026-01-01,34.3582,6.238,103.0,en,Horror; Thriller,2026-02-08
1061474,movie,Superman,2025-07-09,34.2517,7.374,4276.0,en,Science Fiction; Adventure; Action,2026-02-08
1220564,movie,The Secret Agent,2025-07-23,33.6003,7.608,296.0,pt,Crime; Drama; Thriller,2026-02-08
223530,tv,Star Trek: Starfleet Academy,2026-01-15,33.5909,4.91,105.0,en,Sci-Fi & Fantasy; Action & Adventure,2026-02-08
269160,tv,Cash Queens,2026-02-05,33.3542,5.9,9.0,fr,Comedy; Action & Adventure; Drama,2026-02-08
680493,movie,Return to Silent Hill,2026-01-21,31.7026,5.204,103.0,en,Horror; Mystery,2026-02-08
639988,movie,No Other Choice,2025-09-24,30.2553,7.618,601.0,ko,Crime; Thriller; Comedy,2026-02-08
701387,movie,Bugonia,2025-10-23,29.4887,7.364,1357.0,en,Science Fiction; Thriller; Comedy,2026-02-08
1297842,movie,GOAT,2026-02-11,29.4563,6.6,5.0,en,Animation; Comedy; Family; Action,2026-02-08
1596291,movie,Queen of Chess,2026-01-27,28.1597,8.4,11.0,en,Documentary,2026-02-08
1316092,movie,“Wuthering Heights”,2026-02-11,27.846,6.3,3.0,en,Drama; Romance,2026-02-08
1010755,movie,The Strangers: Chapter 3,2026-02-05,27.7873,7.0,4.0,en,Horror; Thriller,2026-02-08
1159559,movie,Scream 7,2026-02-25,27.4428,0.0,0.0,en,Horror; Mystery; Crime,2026-02-08
90812,tv,Industry,2020-11-09,27.3663,6.8,231.0,en,Drama,2026-02-08
1208348,movie,Rental Family,2025-11-20,26.8061,7.852,338.0,en,Comedy; Drama,2026-02-08
310024,tv,Bloody Flower,2026-02-04,26.0476,8.0,2.0,ko,Crime,2026-02-08
1575337,movie,Cosmic Princess Kaguya!,2026-01-22,25.7028,8.345,42.0,ja,Animation; Fantasy; Music; Science Fiction,2026-02-08
1373198,movie,Twisted,2026-02-06,24.9722,4.706,17.0,en,Horror; Thriller,2026-02-08
1413097,movie,Melania,2026-01-30,24.622,3.0,68.0,en,Documentary,2026-02-08
967941,movie,Wicked: For Good,2025-11-19,24.1909,6.683,794.0,en,Fantasy; Adventure; Romance,2026-02-08
280632,tv,How Dare You!?,2026-02-06,24.1668,8.0,2.0,zh,Drama; Mystery; Comedy,2026-02-08
279446,tv,Swords Into Plowshares,2026-01-23,23.8919,8.9,7.0,zh,Drama,2026-02-08
1100988,movie,28 Years Later,2025-06-18,23.653,6.6,2186.0,en,Horror; Thriller; Science Fiction,2026-02-08
297424,tv,Our Universe,2026-02-04,22.7826,8.7,3.0,ko,Comedy; Drama,2026-02-08
262262,tv,Under Salt Marsh,2026-01-30,21.853,8.1,9.0,en,Crime; Mystery,2026-02-08
278882,tv,No Pain No Gain,2026-01-31,20.8099,9.0,1.0,zh,Comedy; Drama; Sci-Fi & Fantasy,2026-02-08
1124566,movie,Sentimental Value,2025-08-20,20.7764,7.6,505.0,no,Drama,2026-02-08
262793,tv,PONIES,2026-01-15,20.7281,6.897,34.0,en,Drama; Mystery,2026-02-08
278127,tv,Unveil: Jadewind,2026-02-05,19.5852,8.0,1.0,zh,Drama; Mystery,2026-02-08
1180417,movie,The Dutchman,2026-01-02,18.9324,4.5,22.0,en,Drama; Thriller,2026-02-08
1327819,movie,Hoppers,2026-03-04,18.7097,0.0,0.0,en,Family; Comedy; Animation; Science Fiction,2026-02-08
1171145,movie,Crime 101,2026-02-09,17.6551,0.0,0.0,en,Crime; Thriller,2026-02-08
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,16.0696,0.0,0.0,en,Family; Fantasy; Comedy; Adventure; Animation,2026-02-08
1249508,movie,Grizzly Night,2026-01-30,15.5222,6.3,15.0,en,Horror; Thriller,2026-02-08
1410399,movie,Death Whisperer 3,2025-09-30,14.7566,4.917,6.0,th,Horror; Action; Thriller,2026-02-08
1340110,movie,Redux Redux,2026-02-20,14.1608,0.0,0.0,en,Science Fiction; Action; Drama; Horror; Thriller,2026-02-08
1397364,movie,La Grazia,2025-12-05,14.1218,7.562,225.0,it,Drama,2026-02-08
1193501,movie,Whistle,2026-01-20,12.3162,4.5,4.0,en,Horror; Mystery,2026-02-08
687163,movie,Project Hail Mary,2026-03-18,9.6056,0.0,0.0,en,Science Fiction; Adventure; Mystery,2026-02-08
270600,tv,The 'Burbs,2026-02-08,6.5177,3.857,7.0,en,Comedy; Mystery,2026-02-08
1125899,movie,Cleaner,2025-02-19,6.4819,6.347,409.0,en,Action; Thriller,2026-02-08
1422562,movie,The Moment,2026-01-30,5.6953,4.4,7.0,en,Comedy; Music; Thriller,2026-02-08
2157,person,Robin Williams,,5.6558,,,,,2026-02-08
