id,media_type,title,date,popularity,vote_average,vote_count,original_language,genres,week
1315772,movie,Minions & Monsters,2026-06-24,201.3444,6.4,106,en,Adventure; Animation; Comedy; Family; Fantasy,2026-07-05
76479,tv,The Boys,2019-07-25,199.7497,8.447,13047,en,Sci-Fi & Fantasy; Action & Adventure,2026-07-05
931285,movie,Mortal Kombat II,2026-05-06,190.6813,7.983,1856,en,Action; Fantasy; Adventure,2026-07-05
1202033,movie,Enola Holmes 3,2026-06-30,187.123,7.018,223,en,Adventure; Crime; Mystery,2026-07-05
1301421,movie,The Sheep Detectives,2026-04-30,178.2462,7.78,703,en,Mystery; Comedy; Family,2026-07-05
456,tv,The Simpsons,1989-12-17,173.1413,8.019,10852,en,Family; Animation; Comedy,2026-07-05
322055,tv,The Prosecutor's Proposal,2026-06-25,167.0702,10.0,1,ko,Mystery; Crime; Drama,2026-07-05
1081003,movie,Supergirl,2026-06-24,161.3008,6.274,363,en,Action; Adventure; Science Fiction,2026-07-05
276161,tv,Teach You a Lesson,2026-06-05,160.9704,9.442,585,ko,Action & Adventure; Drama; Comedy,2026-07-05
687163,movie,Project Hail Mary,2026-03-15,157.6035,8.675,5705,en,Science Fiction; Adventure,2026-07-05
60625,tv,Rick and Morty,2013-12-02,152.9319,8.677,11055,en,Animation; Comedy; Sci-Fi & Fantasy; Action & Adventure,2026-07-05
83533,movie,Avatar: Fire and Ash,2025-12-17,126.4839,7.613,3682,en,Science Fiction; Adventure; Fantasy,2026-07-05
1226863,movie,The Super Mario Galaxy Movie,2026-04-01,126.4432,8.248,2956,en,Family; Comedy; Adventure; Fantasy; Animation,2026-07-05
1228710,movie,The Mandalorian and Grogu,2026-05-20,123.0539,6.681,557,en,Action; Adventure; Science Fiction,2026-07-05
980431,movie,Avatar Aang: The Last Airbender,2026-07-25,120.8989,0.0,0,en,Animation; Action; Adventure; Fantasy,2026-07-05
286360,tv,Notes from the Last Row,2026-06-26,118.8185,7.9,22,ko,Mystery; Drama,2026-07-05
1304313,movie,Lee Cronin's The Mummy,2026-04-15,116.1976,8.012,2097,en,Horror; Mystery,2026-07-05
1279493,movie,The Get Out,2026-06-18,115.9818,6.7,25,en,Action; Thriller,2026-07-05
1397385,movie,Little Brother,2026-06-18,114.8005,6.427,184,en,Comedy,2026-07-05
1280738,movie,The Furious,2026-06-10,110.8123,7.743,72,en,Action; Crime,2026-07-05
95479,tv,JUJUTSU KAISEN,2020-10-03,103.2383,8.577,4512,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-07-05
136315,tv,The Bear,2022-06-23,102.4843,8.131,1786,en,Drama; Comedy,2026-07-05
30984,tv,Bleach,2004-10-05,99.5986,8.4,2158,ja,Action & Adventure; Animation; Sci-Fi & Fantasy,2026-07-05
614945,movie,Voicemails for Isabelle,2026-06-20,97.7476,8.365,444,en,Romance; Comedy,2026-07-05
223911,tv,Renegade Immortal,2023-09-25,95.1307,8.4,37,zh,Action & Adventure; Animation; Drama; Sci-Fi & Fantasy,2026-07-05
1327819,movie,Hoppers,2026-03-04,93.9387,8.19,1820,en,Adventure; Animation; Comedy; Family; Science Fiction,2026-07-05
1122573,movie,In the Grey,2026-05-13,88.3768,6.941,338,en,Action; Thriller,2026-07-05
253960,tv,Human Vapor,2026-07-02,87.8917,8.048,21,ja,Sci-Fi & Fantasy; Crime,2026-07-05
969681,movie,Spider-Man: Brand New Day,2026-07-29,87.1957,0.0,0,en,Science Fiction; Action; Adventure,2026-07-05
65942,tv,Re:ZERO -Starting Life in Another World-,2016-04-04,85.1179,7.941,682,ja,Animation; Action & Adventure; Sci-Fi & Fantasy; Drama; Mystery,2026-07-05
106449,tv,A Record of a Mortal's Journey to Immortality,2020-07-25,78.7314,8.4,81,zh,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-07-05
138502,tv,X-Men '97,2024-03-20,78.3901,8.6,714,en,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-07-05
254420,tv,Elle,2026-07-01,74.6749,8.071,21,en,Comedy; Drama,2026-07-05
219971,tv,The Agency,2024-12-01,73.8299,7.1,239,en,Drama; Mystery,2026-07-05
1368337,movie,The Odyssey,2026-07-06,65.105,7.3,3,en,Adventure; Action; Fantasy,2026-07-05
454639,movie,Masters of the Universe,2026-06-03,61.132,6.977,373,en,Action; Fantasy; Science Fiction,2026-07-05
90521,tv,Love Island USA,2019-07-09,56.4276,7.1,175,en,Reality,2026-07-05
220102,tv,Spider-Noir,2026-05-25,54.0628,8.47,652,en,Drama; Mystery; Crime,2026-07-05
270476,tv,Widow's Bay,2026-04-28,53.4174,8.187,265,en,Drama; Comedy; Mystery,2026-07-05
245842,tv,Wistoria: Wand and Sword,2024-07-07,50.4371,8.0,131,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-07-05
203744,tv,Sugar,2024-04-04,48.3419,7.156,320,en,Drama; Mystery,2026-07-05
1340206,movie,Tuner,2026-05-21,48.2155,7.1,139,en,Crime; Drama; Thriller,2026-07-05
1108427,movie,Moana,2026-07-08,48.1991,7.9,6,en,Family; Fantasy; Comedy; Adventure,2026-07-05
277439,tv,Cape Fear,2026-06-04,46.8658,6.9,58,en,Drama; Crime,2026-07-05
1171145,movie,Crime 101,2026-02-11,44.9402,7.004,1140,en,Crime; Thriller,2026-07-05
37854,tv,One Piece,1999-10-20,44.4634,8.744,5391,ja,Action & Adventure; Comedy; Animation,2026-07-05
1266127,movie,Ready or Not: Here I Come,2026-03-19,41.4245,7.6,1192,en,Thriller; Horror; Comedy,2026-07-05
82684,tv,That Time I Got Reincarnated as a Slime,2018-10-02,38.9059,8.429,928,ja,Action & Adventure; Animation; Sci-Fi & Fantasy; Comedy,2026-07-05
1325734,movie,The Drama,2026-04-01,37.2316,6.931,1133,en,Romance; Comedy; Drama,2026-07-05
298994,tv,The Villager of Level 999,2026-07-02,36.9715,9.0,4,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-07-05
1284465,movie,The Death of Robin Hood,2026-06-18,34.5254,6.52,50,en,Adventure; Drama; Thriller; Action,2026-07-05
196950,tv,Witch Hat Atelier,2026-04-06,34.0399,8.8,128,ja,Animation; Drama; Sci-Fi & Fantasy,2026-07-05
1159559,movie,Scream 7,2026-02-25,33.3701,6.189,1111,en,Horror; Mystery; Crime,2026-07-05
206484,tv,Jade Dynasty,2022-08-02,32.5879,8.091,22,zh,Animation; Action & Adventure,2026-07-05
1318413,movie,Pressure,2026-05-25,31.9736,7.563,119,en,Thriller; History; War,2026-07-05
1390300,movie,Over Your Dead Body,2026-03-14,30.0638,6.5,381,en,Action; Comedy; Thriller,2026-07-05
260463,tv,Daemons of the Shadow Realm,2026-04-04,29.4004,8.7,48,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-07-05
1212763,movie,Evil Dead Burn,2026-07-07,29.2001,8.0,2,en,Horror; Thriller,2026-07-05
295780,tv,"Life, Larry and the Pursuit of Unhappiness: An almost History of America",2026-06-26,27.6369,4.1,8,en,Comedy,2026-07-05
252107,tv,Star City,2026-05-28,26.6525,7.316,38,en,Drama; Sci-Fi & Fantasy; War & Politics,2026-07-05
323411,tv,The Vampire Lestat,2026-06-07,25.9517,6.967,30,en,Drama; Sci-Fi & Fantasy,2026-07-05
285993,tv,BLACK TORCH,2026-07-04,24.2392,7.0,1,ja,Animation; Mystery; Action & Adventure; Sci-Fi & Fantasy,2026-07-05
1317288,movie,Marty Supreme,2025-12-19,23.4894,7.38,1907,en,Drama; Thriller,2026-07-05
1317288,movie,Marty Supreme,2025-12-19,23.4894,7.38,1907,en,Drama; Thriller,2026-07-05
223564,tv,"The 100 Girlfriends Who Really, Really, Really, Really, REALLY Love You",2023-10-08,21.8602,8.1,191,ja,Animation; Comedy,2026-07-05
86031,tv,Dr. STONE,2019-07-05,19.792,8.542,1720,ja,Animation; Action & Adventure; Comedy; Sci-Fi & Fantasy,2026-07-05
950028,movie,The Invite,2026-06-25,19.5205,7.8,11,en,Drama; Comedy,2026-07-05
278043,tv,You and I Are Polar Opposites,2026-01-11,18.8983,8.4,68,ja,Animation; Comedy,2026-07-05
467905,movie,How to Make a Killing,2026-02-16,18.131,6.953,529,en,Comedy; Thriller,2026-07-05
123528,tv,Skeleton Knight in Another World,2022-04-07,17.711,7.3,105,ja,Animation; Action & Adventure; Sci-Fi & Fantasy; Drama,2026-07-05
1564614,movie,Leviticus,2026-06-17,16.7369,6.9,26,en,Horror; Romance,2026-07-05
300954,tv,The Husband,2026-07-04,14.5526,0.0,0,ko,Crime; Drama; Mystery,2026-07-05
1368314,movie,Passenger,2026-05-20,11.9315,6.2,77,en,Horror; Thriller,2026-07-05
1284016,movie,Power Ballad,2026-05-18,10.2292,7.051,49,en,Comedy; Music; Drama,2026-07-05
315007,tv,Love In Sync,2026-07-04,10.1188,0.0,0,ko,Drama; Comedy; Sci-Fi & Fantasy,2026-07-05
1705729,movie,Man of War,2026-07-03,9.7281,7.0,7,en,Action,2026-07-05
153217,tv,Sparks of Tomorrow,2026-07-05,8.5164,0.0,0,ja,Animation; Drama; Sci-Fi & Fantasy,2026-07-05
312849,tv,Rich Girl Caretaker: I'm Secretly the Caregiver of the Most Popular Girl in This Rich Kid School,2026-07-05,7.5772,0.0,0,ja,Animation; Comedy,2026-07-05
285143,tv,Road to Success,2026-07-05,6.3084,7.0,1,zh,Drama,2026-07-05
109805,tv,Anime AzurLane: Slow Ahead!,2021-01-12,5.5402,5.7,15,ja,Animation; Comedy; Sci-Fi & Fantasy,2026-07-05
1659389,movie,ONE PIECE HEROINES,2026-07-05,5.0163,0.0,0,ja,Animation; Action; Comedy,2026-07-05
1659389,movie,ONE PIECE HEROINES,2026-07-05,5.0163,0.0,0,ja,Animation; Action; Comedy,2026-07-05
295071,tv,"Goodbye, Lara",2026-07-06,2.8815,0.0,0,ja,Animation; Sci-Fi & Fantasy; Drama,2026-07-05
