id,media_type,title,date,popularity,vote_average,vote_count,original_language,genres,week
1159559,movie,Scream 7,2026-02-25,92.8887,6.065,796,en,Horror; Mystery; Crime,2026-04-26
262848,tv,Unchosen,2026-04-21,90.7867,8.25,14,en,Drama,2026-04-26
1480387,movie,undertone,2026-03-12,88.7851,6.445,109,en,Horror; Mystery,2026-04-26
209867,tv,Frieren: Beyond Journey's End,2023-09-29,82.4198,8.8,787,ja,Animation; Action & Adventure; Drama; Sci-Fi & Fantasy,2026-04-26
279471,tv,Malcolm in the Middle: Life's Still Unfair,2026-04-10,75.6367,8.1,253,en,Comedy; Drama,2026-04-26
1193501,movie,Whistle,2026-01-20,73.7158,6.074,265,en,Horror; Mystery,2026-04-26
1368166,movie,The Housemaid,2025-12-18,73.036,7.228,1930,en,Mystery; Thriller,2026-04-26
290856,tv,Marshals,2026-03-01,72.9035,7.071,127,en,Drama,2026-04-26
1659087,movie,180,2026-04-16,69.3803,5.607,61,en,Thriller; Crime; Drama,2026-04-26
1207162,movie,Rise of the Conqueror,2026-04-09,67.7186,5.4,5,en,History; Action; Adventure; War,2026-04-26
1367642,movie,Reminders of Him,2026-03-11,66.9657,7.266,156,en,Romance; Drama,2026-04-26
285838,tv,If Wishes Could Kill,2026-04-24,62.9482,7.4,18,ko,Mystery; Drama,2026-04-26
65942,tv,Re:ZERO -Starting Life in Another World-,2016-04-04,62.3435,7.841,602,ja,Animation; Action & Adventure; Sci-Fi & Fantasy; Mystery,2026-04-26
1511057,movie,Roommates,2026-04-13,61.8278,6.45,70,en,Comedy,2026-04-26
111110,tv,ONE PIECE,2023-08-31,57.7661,8.114,1725,en,Action & Adventure; Sci-Fi & Fantasy,2026-04-26
87917,tv,For All Mankind,2019-11-01,52.0438,7.74,911,en,Drama; Sci-Fi & Fantasy; War & Politics,2026-04-26
37854,tv,One Piece,1999-10-20,51.6809,8.7,5226,ja,Action & Adventure; Comedy; Animation,2026-04-26
245318,tv,Margo's Got Money Troubles,2026-04-14,51.5365,8.1,19,en,Drama; Comedy,2026-04-26
1272837,movie,28 Years Later: The Bone Temple,2026-01-14,50.3386,7.13,1060,en,Horror; Thriller; Science Fiction,2026-04-26
1159831,movie,The Bride!,2026-03-04,49.858,6.242,365,en,Science Fiction; Horror; Fantasy,2026-04-26
1316092,movie,"""Wuthering Heights""",2026-02-11,49.764,6.535,820,en,Romance; Drama,2026-04-26
45790,tv,JoJo's Bizarre Adventure,2012-10-06,46.136,8.6,1573,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-04-26
287527,tv,The Testaments,2026-04-08,44.5511,6.241,29,en,Drama,2026-04-26
125988,tv,Silo,2023-05-04,44.0976,8.124,1994,en,Sci-Fi & Fantasy; Drama,2026-04-26
1314481,movie,The Devil Wears Prada 2,2026-04-29,43.6552,8.8,4,en,Drama; Comedy,2026-04-26
1049471,movie,Outcome,2026-04-06,43.4902,5.341,145,en,Comedy; Drama,2026-04-26
154385,tv,BEEF,2023-04-06,40.8626,7.754,908,en,Comedy; Drama,2026-04-26
241609,tv,Your Friends & Neighbors,2025-04-10,40.6909,7.563,198,en,Drama; Crime,2026-04-26
1266127,movie,Ready or Not 2: Here I Come,2026-03-19,40.603,6.962,279,en,Horror; Comedy,2026-04-26
289219,tv,Star Wars: Maul - Shadow Lord,2026-04-06,37.9699,7.7,51,en,Animation; Sci-Fi & Fantasy; Action & Adventure,2026-04-26
257994,tv,Half Man,2026-04-23,36.6076,9.6,5,en,Drama; Mystery,2026-04-26
1383731,movie,Protector,2026-02-20,36.2918,6.588,34,en,Action; Thriller,2026-04-26
1236153,movie,Mercy,2026-01-20,35.3136,6.976,1166,en,Science Fiction; Action; Thriller; Crime,2026-04-26
278275,tv,Veil of Shadows,2026-04-01,34.9003,8.5,14,zh,Drama; Sci-Fi & Fantasy,2026-04-26
289424,tv,We Are All Trying Here,2026-04-18,34.7703,9.2,8,ko,Drama,2026-04-26
244623,tv,Running Point,2025-02-27,34.3286,7.3,124,en,Comedy,2026-04-26
1119449,movie,"Good Luck, Have Fun, Don't Die",2026-02-13,33.989,6.903,377,en,Science Fiction; Action; Comedy,2026-04-26
1325734,movie,The Drama,2026-03-26,33.1239,7.034,534,en,Romance; Comedy; Drama,2026-04-26
295357,tv,Fist of the North Star: HOKUTO NO KEN,2026-04-11,33.0772,7.8,5,ja,Action & Adventure; Animation,2026-04-26
82684,tv,That Time I Got Reincarnated as a Slime,2018-10-02,30.9764,8.404,868,ja,Action & Adventure; Animation; Sci-Fi & Fantasy; Comedy,2026-04-26
245842,tv,Wistoria: Wand and Sword,2024-07-07,30.7772,7.57,100,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-04-26
969681,movie,Spider-Man: Brand New Day,2026-07-29,29.4502,0.0,0,en,Science Fiction; Action; Adventure,2026-04-26
259537,tv,Sword of Coming,2024-08-15,26.9823,8.6,25,zh,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-04-26
1317288,movie,Marty Supreme,2025-12-19,25.9989,7.395,1617,en,Drama; Thriller,2026-04-26
1400940,movie,Clayface,2026-10-21,23.9972,0.0,0,en,Horror; Thriller; Science Fiction,2026-04-26
467905,movie,How to Make a Killing,2026-02-19,23.0258,7.006,309,en,Comedy; Thriller,2026-04-26
295778,tv,Scrubs,2026-02-25,22.4856,8.2,48,en,Comedy,2026-04-26
196950,tv,Witch Hat Atelier,2026-04-06,21.7228,8.6,19,ja,Animation; Drama; Sci-Fi & Fantasy,2026-04-26
1315303,movie,Primate,2026-01-01,21.4638,6.44,582,en,Horror; Thriller,2026-04-26
931285,movie,Mortal Kombat II,2026-05-06,21.21,0.0,0,en,Action; Fantasy; Adventure,2026-04-26
204490,tv,Criminal Record,2024-01-10,19.2398,6.6,134,en,Crime; Drama,2026-04-26
1003596,movie,Avengers: Doomsday,2026-12-16,18.8341,0.0,0,en,Science Fiction; Action; Adventure,2026-04-26
260463,tv,Daemons of the Shadow Realm,2026-04-04,18.5691,8.7,16,ja,Animation; Action & Adventure; Sci-Fi & Fantasy,2026-04-26
287011,tv,Sold Out on You,2026-04-22,18.4274,6.0,3,ko,Comedy; Drama,2026-04-26
1421552,movie,Panda Plan: The Magical Tribe,2026-02-17,16.8052,6.4,5,zh,Action; Comedy; Family; Fantasy,2026-04-26
1228710,movie,Star Wars: The Mandalorian and Grogu,2026-05-20,14.2639,0.0,0,en,Action; Adventure; Science Fiction,2026-04-26
1414413,movie,Brothers Under Fire,2026-04-15,14.0374,5.9,12,en,Action; Thriller; Mystery; Drama,2026-04-26
254953,tv,Rooster,2026-03-08,12.9377,7.348,33,en,Comedy,2026-04-26
1243741,movie,Ballistic,2026-04-17,12.8632,6.353,17,en,Action; Thriller,2026-04-26
1084244,movie,Toy Story 5,2026-06-17,11.3712,0.0,0,en,Animation; Family; Comedy; Adventure,2026-04-26
1102883,movie,Mother Mary,2026-04-16,10.8485,4.846,13,en,Music; Thriller; Fantasy; Drama,2026-04-26
86031,tv,Dr. STONE,2019-07-05,10.6305,8.528,1646,ja,Animation; Action & Adventure; Comedy; Sci-Fi & Fantasy,2026-04-26
297640,tv,Filing for Love,2026-04-25,10.5823,8.0,1,ko,Comedy; Drama,2026-04-26
312474,tv,NIPPON SANGOKU: The Three Nations of the Crimson Sun,2026-04-05,9.4385,7.8,10,ja,Animation; Drama; War & Politics,2026-04-26
220102,tv,Spider-Noir,2026-05-25,7.4392,0.0,0,en,Mystery; Crime; Action & Adventure,2026-04-26
1083381,movie,Backrooms,2026-05-27,7.3506,0.0,0,en,Horror; Mystery; Science Fiction,2026-04-26
1674749,movie,WWE WrestleMania 42 – Saturday,2026-04-18,6.0522,5.947,19,en,Action; Drama; Comedy,2026-04-26
